,height,width
216,192.0,1024.0
217,192.0,1024.0
218,192.0,1024.0
219,192.0,1024.0
220,192.0,1024.0
221,192.0,1024.0
222,192.0,1024.0
223,192.0,1024.0
224,256.0,790.0
225,256.0,2196.0
226,192.0,1024.0
227,192.0,1024.0
228,192.0,1024.0
229,192.0,1024.0
230,192.0,1024.0
231,192.0,1024.0
232,256.0,2196.0
233,192.0,1024.0
234,128.0,878.0
235,128.0,878.0
236,192.0,1024.0
237,128.0,878.0
238,256.0,2196.0
239,128.0,878.0
240,192.0,1024.0
241,128.0,878.0
242,192.0,1024.0
243,192.0,1024.0
244,256.0,790.0
245,192.0,1024.0
246,192.0,1024.0
247,256.0,790.0
248,192.0,1024.0
249,192.0,1024.0
250,192.0,1024.0
251,192.0,1024.0
252,256.0,1054.0
253,192.0,1024.0
254,192.0,1024.0
255,192.0,1024.0
256,256.0,2196.0
257,192.0,1024.0
258,192.0,1024.0
259,192.0,1024.0
260,192.0,1024.0
261,256.0,2196.0
262,192.0,1024.0
263,192.0,1024.0
264,192.0,1024.0
265,192.0,1024.0
266,256.0,2196.0
267,192.0,1024.0
268,192.0,1024.0
269,192.0,1024.0
270,192.0,1024.0
271,192.0,1024.0
272,192.0,1024.0
273,192.0,1024.0
274,192.0,1024.0
275,192.0,1024.0
276,192.0,1024.0
277,128.0,878.0
278,192.0,1024.0
279,192.0,1024.0
280,192.0,1024.0
281,192.0,1024.0
282,256.0,1054.0
283,192.0,1024.0
284,192.0,1024.0
285,192.0,1024.0
286,256.0,2196.0
287,192.0,1024.0
288,192.0,1024.0
289,192.0,1024.0
290,128.0,878.0
291,192.0,1024.0
292,192.0,1024.0
293,192.0,1024.0
294,192.0,1024.0
295,192.0,1024.0
296,192.0,1024.0
297,192.0,1024.0
298,192.0,1024.0
299,192.0,1024.0
300,192.0,1024.0
301,192.0,1024.0
302,192.0,1024.0
303,256.0,790.0
304,192.0,1024.0
305,192.0,1024.0
306,256.0,790.0
307,192.0,1024.0
308,192.0,1024.0
309,192.0,1024.0
310,192.0,1024.0
311,192.0,1024.0
312,192.0,1024.0
313,256.0,790.0
314,256.0,790.0
315,256.0,790.0
316,256.0,790.0
317,192.0,1024.0
318,192.0,1024.0
319,192.0,1024.0
320,192.0,1024.0
321,192.0,1024.0
322,192.0,1024.0
323,192.0,1024.0
324,192.0,1024.0
325,256.0,1054.0
326,192.0,1024.0
327,128.0,878.0
328,192.0,1024.0
329,192.0,1024.0
330,192.0,1024.0
331,192.0,1024.0
332,192.0,1024.0
333,192.0,1024.0
334,192.0,1024.0
335,256.0,1054.0
336,192.0,1024.0
337,192.0,1024.0
338,192.0,1024.0
339,192.0,1024.0
340,192.0,1024.0
341,192.0,1024.0
342,192.0,1024.0
343,192.0,1024.0
344,192.0,1024.0
345,192.0,1024.0
346,192.0,1024.0
347,192.0,1024.0
348,192.0,1024.0
349,128.0,878.0
350,192.0,1024.0
351,192.0,1024.0
352,192.0,1024.0
353,192.0,1024.0
354,256.0,2196.0
355,192.0,1024.0
356,192.0,1024.0
357,192.0,1024.0
358,192.0,1024.0
359,192.0,1024.0
360,192.0,1024.0
361,192.0,1024.0
362,192.0,1024.0
363,192.0,1024.0
364,192.0,1024.0
365,192.0,1024.0
366,192.0,1024.0
367,192.0,1024.0
368,192.0,1024.0
369,128.0,878.0
370,192.0,1024.0
371,192.0,1024.0
372,192.0,1024.0
373,256.0,2196.0
374,192.0,1024.0
375,192.0,1024.0
376,192.0,1024.0
377,192.0,1024.0
378,192.0,1024.0
379,192.0,1024.0
380,192.0,1024.0
381,192.0,1024.0
382,192.0,1024.0
383,192.0,1024.0
384,192.0,1024.0
385,192.0,1024.0
386,256.0,1054.0
387,192.0,1024.0
388,256.0,2196.0
389,256.0,790.0
390,192.0,1024.0
391,192.0,1024.0
392,192.0,1024.0
393,192.0,1024.0
394,192.0,1024.0
395,192.0,1024.0
396,192.0,1024.0
397,192.0,1024.0
398,192.0,1024.0
399,192.0,1024.0
400,256.0,2196.0
401,192.0,1024.0
402,192.0,1024.0
403,192.0,1024.0
404,256.0,790.0
405,256.0,2196.0
406,192.0,1024.0
407,192.0,1024.0
408,192.0,1024.0
409,192.0,1024.0
410,192.0,1024.0
411,192.0,1024.0
412,256.0,790.0
413,192.0,1024.0
414,128.0,878.0
415,192.0,1024.0
416,192.0,1024.0
417,192.0,1024.0
418,192.0,1024.0
419,256.0,790.0
420,192.0,1024.0
421,256.0,1054.0
422,192.0,1024.0
423,192.0,1024.0
424,192.0,1024.0
425,192.0,1024.0
426,192.0,1024.0
427,192.0,1024.0
428,192.0,1024.0
429,192.0,1024.0
430,192.0,1024.0
431,192.0,1024.0
432,128.0,878.0
433,192.0,1024.0
434,192.0,1024.0
435,192.0,1024.0
436,192.0,1024.0
437,256.0,790.0
438,192.0,1024.0
439,192.0,1024.0
440,256.0,1054.0
441,256.0,1054.0
442,192.0,1024.0
443,192.0,1024.0
444,192.0,1024.0
445,192.0,1024.0
446,192.0,1024.0
447,256.0,1054.0
448,192.0,1024.0
449,192.0,1024.0
450,256.0,1054.0
451,192.0,1024.0
452,192.0,1024.0
453,256.0,2196.0
454,128.0,878.0
455,192.0,1024.0
456,192.0,1024.0
457,192.0,1024.0
458,128.0,878.0
459,192.0,1024.0
460,256.0,790.0
461,192.0,1024.0
462,192.0,1024.0
463,192.0,1024.0
464,256.0,2196.0
465,192.0,1024.0
466,192.0,1024.0
467,192.0,1024.0
468,192.0,1024.0
469,128.0,878.0
470,192.0,1024.0
471,192.0,1024.0
472,192.0,1024.0
473,192.0,1024.0
474,192.0,1024.0
475,192.0,1024.0
476,192.0,1024.0
477,256.0,2196.0
478,192.0,1024.0
479,256.0,1054.0
480,192.0,1024.0
481,192.0,1024.0
482,192.0,1024.0
483,192.0,1024.0
484,192.0,1024.0
485,192.0,1024.0
486,192.0,1024.0
487,192.0,1024.0
488,192.0,1024.0
489,192.0,1024.0
490,192.0,1024.0
491,192.0,1024.0
492,192.0,1024.0
493,128.0,878.0
494,192.0,1024.0
495,256.0,1054.0
496,192.0,1024.0
497,192.0,1024.0
498,256.0,1054.0
499,192.0,1024.0
500,192.0,1024.0
501,192.0,1024.0
502,192.0,1024.0
503,192.0,1024.0
504,192.0,1024.0
505,128.0,878.0
506,192.0,1024.0
507,192.0,1024.0
508,192.0,1024.0
509,192.0,1024.0
510,256.0,790.0
511,192.0,1024.0
512,192.0,1024.0
513,192.0,1024.0
514,256.0,2196.0
515,192.0,1024.0
516,192.0,1024.0
517,256.0,1054.0
518,192.0,1024.0
519,192.0,1024.0
520,192.0,1024.0
521,256.0,790.0
522,192.0,1024.0
523,192.0,1024.0
524,192.0,1024.0
525,192.0,1024.0
526,192.0,1024.0
527,192.0,1024.0
528,192.0,1024.0
529,192.0,1024.0
530,192.0,1024.0
531,192.0,1024.0
532,128.0,878.0
533,192.0,1024.0
534,256.0,2196.0
535,256.0,2196.0
536,192.0,1024.0
537,192.0,1024.0
538,192.0,1024.0
539,192.0,1024.0
540,256.0,2196.0
541,192.0,1024.0
542,192.0,1024.0
543,192.0,1024.0
544,192.0,1024.0
545,256.0,2196.0
546,192.0,1024.0
547,192.0,1024.0
548,192.0,1024.0
549,192.0,1024.0
550,192.0,1024.0
551,192.0,1024.0
552,192.0,1024.0
553,192.0,1024.0
554,256.0,1054.0
555,192.0,1024.0
556,192.0,1024.0
557,192.0,1024.0
558,192.0,1024.0
559,256.0,790.0
560,192.0,1024.0
561,192.0,1024.0
562,192.0,1024.0
563,192.0,1024.0
564,192.0,1024.0
565,192.0,1024.0
566,192.0,1024.0
567,192.0,1024.0
568,192.0,1024.0
569,192.0,1024.0
570,192.0,1024.0
571,192.0,1024.0
572,192.0,1024.0
573,192.0,1024.0
574,192.0,1024.0
575,192.0,1024.0
576,192.0,1024.0
577,256.0,790.0
578,192.0,1024.0
579,256.0,2196.0
580,256.0,790.0
581,192.0,1024.0
582,192.0,1024.0
583,256.0,1054.0
584,192.0,1024.0
585,128.0,878.0
586,192.0,1024.0
587,192.0,1024.0
588,192.0,1024.0
589,192.0,1024.0
590,192.0,1024.0
591,128.0,878.0
592,192.0,1024.0
593,192.0,1024.0
594,192.0,1024.0
595,192.0,1024.0
596,192.0,1024.0
597,192.0,1024.0
598,192.0,1024.0
599,192.0,1024.0
600,192.0,1024.0
601,192.0,1024.0
602,192.0,1024.0
603,192.0,1024.0
604,192.0,1024.0
605,192.0,1024.0
606,192.0,1024.0
607,192.0,1024.0
608,192.0,1024.0
609,192.0,1024.0
610,192.0,1024.0
611,192.0,1024.0
612,192.0,1024.0
613,192.0,1024.0
614,192.0,1024.0
615,192.0,1024.0
616,256.0,790.0
617,128.0,878.0
618,192.0,1024.0
619,192.0,1024.0
620,192.0,1024.0
621,192.0,1024.0
622,128.0,878.0
623,192.0,1024.0
624,192.0,1024.0
625,192.0,1024.0
626,192.0,1024.0
627,256.0,1054.0
628,256.0,1054.0
629,192.0,1024.0
630,192.0,1024.0
631,192.0,1024.0
632,256.0,790.0
633,192.0,1024.0
634,192.0,1024.0
635,192.0,1024.0
636,192.0,1024.0
637,192.0,1024.0
638,192.0,1024.0
639,256.0,1054.0
640,192.0,1024.0
641,192.0,1024.0
642,192.0,1024.0
643,192.0,1024.0
644,192.0,1024.0
645,128.0,878.0
646,192.0,1024.0
647,192.0,1024.0
648,192.0,1024.0
649,192.0,1024.0
650,128.0,878.0
651,192.0,1024.0
652,192.0,1024.0
653,192.0,1024.0
654,192.0,1024.0
655,192.0,1024.0
656,256.0,1054.0
657,192.0,1024.0
658,192.0,1024.0
659,192.0,1024.0
660,256.0,2196.0
661,192.0,1024.0
662,192.0,1024.0
663,256.0,1054.0
664,192.0,1024.0
665,192.0,1024.0
666,192.0,1024.0
667,192.0,1024.0
668,192.0,1024.0
669,192.0,1024.0
670,192.0,1024.0
671,192.0,1024.0
672,256.0,790.0
673,192.0,1024.0
674,192.0,1024.0
675,192.0,1024.0
676,192.0,1024.0
677,128.0,878.0
678,192.0,1024.0
679,192.0,1024.0
680,192.0,1024.0
681,256.0,2196.0
682,256.0,1054.0
683,192.0,1024.0
684,192.0,1024.0
685,256.0,790.0
686,256.0,790.0
687,192.0,1024.0
688,192.0,1024.0
689,192.0,1024.0
690,192.0,1024.0
691,256.0,1054.0
692,192.0,1024.0
693,192.0,1024.0
694,192.0,1024.0
695,192.0,1024.0
696,192.0,1024.0
697,192.0,1024.0
698,192.0,1024.0
699,192.0,1024.0
700,192.0,1024.0
701,192.0,1024.0
702,256.0,1054.0
703,192.0,1024.0
704,192.0,1024.0
705,192.0,1024.0
706,192.0,1024.0
707,256.0,2196.0
708,192.0,1024.0
709,192.0,1024.0
710,192.0,1024.0
711,192.0,1024.0
712,256.0,790.0
713,192.0,1024.0
714,192.0,1024.0
715,192.0,1024.0
716,192.0,1024.0
717,192.0,1024.0
718,192.0,1024.0
719,192.0,1024.0
720,192.0,1024.0
721,192.0,1024.0
722,192.0,1024.0
723,256.0,1054.0
724,192.0,1024.0
725,128.0,878.0
726,192.0,1024.0
727,192.0,1024.0
728,128.0,878.0
729,192.0,1024.0
730,192.0,1024.0
731,192.0,1024.0
732,256.0,1054.0
733,192.0,1024.0
734,192.0,1024.0
735,192.0,1024.0
736,192.0,1024.0
737,128.0,878.0
738,192.0,1024.0
739,256.0,790.0
740,192.0,1024.0
741,192.0,1024.0
742,192.0,1024.0
743,256.0,790.0
744,192.0,1024.0
745,128.0,878.0
746,128.0,878.0
747,192.0,1024.0
748,192.0,1024.0
749,192.0,1024.0
750,192.0,1024.0
751,192.0,1024.0
752,192.0,1024.0
753,128.0,878.0
754,192.0,1024.0
755,192.0,1024.0
756,192.0,1024.0
757,192.0,1024.0
758,192.0,1024.0
759,256.0,1054.0
760,192.0,1024.0
761,256.0,2196.0
762,192.0,1024.0
763,256.0,1054.0
764,256.0,1054.0
765,192.0,1024.0
766,192.0,1024.0
767,192.0,1024.0
768,128.0,878.0
769,192.0,1024.0
770,192.0,1024.0
771,192.0,1024.0
772,256.0,1054.0
773,256.0,790.0
774,256.0,1054.0
775,256.0,1054.0
776,256.0,2196.0
777,256.0,2196.0
778,192.0,1024.0
779,256.0,790.0
780,192.0,1024.0
781,192.0,1024.0
782,192.0,1024.0
783,192.0,1024.0
784,192.0,1024.0
785,192.0,1024.0
786,192.0,1024.0
787,192.0,1024.0
788,192.0,1024.0
789,256.0,790.0
790,192.0,1024.0
791,192.0,1024.0
792,256.0,2196.0
793,192.0,1024.0
794,192.0,1024.0
795,256.0,2196.0
796,192.0,1024.0
797,192.0,1024.0
798,128.0,878.0
799,192.0,1024.0
800,192.0,1024.0
801,192.0,1024.0
802,256.0,1054.0
803,192.0,1024.0
804,256.0,2196.0
805,256.0,1054.0
806,192.0,1024.0
807,192.0,1024.0
808,192.0,1024.0
809,192.0,1024.0
810,192.0,1024.0
811,192.0,1024.0
812,128.0,878.0
813,192.0,1024.0
814,192.0,1024.0
815,128.0,878.0
816,192.0,1024.0
817,192.0,1024.0
818,256.0,2196.0
819,192.0,1024.0
820,192.0,1024.0
821,192.0,1024.0
822,256.0,1054.0
823,128.0,878.0
824,192.0,1024.0
825,192.0,1024.0
826,192.0,1024.0
827,256.0,790.0
828,256.0,2196.0
829,192.0,1024.0
830,192.0,1024.0
831,192.0,1024.0
832,192.0,1024.0
833,192.0,1024.0
834,192.0,1024.0
835,192.0,1024.0
836,192.0,1024.0
837,192.0,1024.0
838,256.0,1054.0
839,256.0,790.0
840,192.0,1024.0
841,192.0,1024.0
842,192.0,1024.0
843,128.0,878.0
844,192.0,1024.0
845,192.0,1024.0
846,256.0,1054.0
847,192.0,1024.0
848,256.0,2196.0
849,256.0,2196.0
850,128.0,878.0
851,192.0,1024.0
852,192.0,1024.0
853,192.0,1024.0
854,192.0,1024.0
855,256.0,1054.0
856,192.0,1024.0
857,192.0,1024.0
858,192.0,1024.0
859,192.0,1024.0
860,192.0,1024.0
861,256.0,790.0
862,192.0,1024.0
863,192.0,1024.0
864,192.0,1024.0
865,256.0,1054.0
866,192.0,1024.0
867,192.0,1024.0
868,192.0,1024.0
869,192.0,1024.0
870,192.0,1024.0
871,256.0,2196.0
872,192.0,1024.0
873,192.0,1024.0
874,128.0,878.0
875,192.0,1024.0
876,192.0,1024.0
877,128.0,878.0
878,192.0,1024.0
879,192.0,1024.0
880,192.0,1024.0
881,192.0,1024.0
882,192.0,1024.0
883,192.0,1024.0
884,256.0,2196.0
885,192.0,1024.0
886,192.0,1024.0
887,192.0,1024.0
888,256.0,2196.0
889,192.0,1024.0
890,192.0,1024.0
891,192.0,1024.0
892,192.0,1024.0
893,192.0,1024.0
894,256.0,1054.0
895,192.0,1024.0
896,192.0,1024.0
897,192.0,1024.0
898,128.0,878.0
899,192.0,1024.0
900,192.0,1024.0
901,192.0,1024.0
902,192.0,1024.0
903,192.0,1024.0
904,256.0,1054.0
905,192.0,1024.0
906,192.0,1024.0
907,192.0,1024.0
908,256.0,1054.0
909,192.0,1024.0
910,192.0,1024.0
911,256.0,1054.0
912,256.0,790.0
913,128.0,878.0
914,192.0,1024.0
915,192.0,1024.0
916,192.0,1024.0
917,192.0,1024.0
918,128.0,878.0
919,192.0,1024.0
920,192.0,1024.0
921,192.0,1024.0
922,192.0,1024.0
923,192.0,1024.0
924,192.0,1024.0
925,256.0,1054.0
926,192.0,1024.0
927,192.0,1024.0
928,192.0,1024.0
929,192.0,1024.0
930,192.0,1024.0
931,192.0,1024.0
932,256.0,2196.0
933,192.0,1024.0
934,192.0,1024.0
935,256.0,790.0
936,256.0,1054.0
937,192.0,1024.0
938,192.0,1024.0
939,192.0,1024.0
940,192.0,1024.0
941,192.0,1024.0
942,192.0,1024.0
943,192.0,1024.0
944,192.0,1024.0
945,192.0,1024.0
946,192.0,1024.0
947,256.0,2196.0
948,192.0,1024.0
949,192.0,1024.0
950,192.0,1024.0
951,256.0,1054.0
952,192.0,1024.0
953,192.0,1024.0
954,192.0,1024.0
955,192.0,1024.0
956,192.0,1024.0
957,192.0,1024.0
958,256.0,790.0
959,192.0,1024.0
960,256.0,1054.0
961,256.0,2196.0
962,192.0,1024.0
963,192.0,1024.0
964,192.0,1024.0
965,192.0,1024.0
966,256.0,1054.0
967,192.0,1024.0
968,192.0,1024.0
969,192.0,1024.0
970,256.0,790.0
971,256.0,1054.0
972,192.0,1024.0
973,192.0,1024.0
974,192.0,1024.0
975,192.0,1024.0
976,192.0,1024.0
977,192.0,1024.0
978,192.0,1024.0
979,128.0,878.0
980,192.0,1024.0
981,256.0,2196.0
982,192.0,1024.0
983,192.0,1024.0
984,192.0,1024.0
985,192.0,1024.0
986,192.0,1024.0
987,192.0,1024.0
988,192.0,1024.0
989,128.0,878.0
990,256.0,2196.0
991,192.0,1024.0
992,192.0,1024.0
993,192.0,1024.0
994,192.0,1024.0
995,192.0,1024.0
996,192.0,1024.0
997,192.0,1024.0
998,192.0,1024.0
999,192.0,1024.0
1000,192.0,1024.0
1001,256.0,1054.0
1002,192.0,1024.0
1003,192.0,1024.0
1004,192.0,1024.0
1005,256.0,2196.0
1006,192.0,1024.0
1007,192.0,1024.0
1008,192.0,1024.0
1009,192.0,1024.0
1010,128.0,878.0
1011,192.0,1024.0
1012,192.0,1024.0
1013,192.0,1024.0
1014,256.0,1054.0
1015,128.0,878.0
1016,192.0,1024.0
1017,192.0,1024.0
1018,192.0,1024.0
1019,192.0,1024.0
1020,192.0,1024.0
1021,256.0,1054.0
1022,192.0,1024.0
1023,192.0,1024.0
1024,192.0,1024.0
1025,192.0,1024.0
1026,192.0,1024.0
1027,192.0,1024.0
1028,192.0,1024.0
1029,192.0,1024.0
1030,192.0,1024.0
1031,192.0,1024.0
1032,192.0,1024.0
1033,192.0,1024.0
1034,192.0,1024.0
1035,192.0,1024.0
1036,192.0,1024.0
1037,192.0,1024.0
1038,192.0,1024.0
1039,192.0,1024.0
1040,192.0,1024.0
1041,192.0,1024.0
1042,192.0,1024.0
1043,192.0,1024.0
1044,192.0,1024.0
1045,192.0,1024.0
1046,192.0,1024.0
1047,256.0,1054.0
1048,192.0,1024.0
1049,192.0,1024.0
1050,192.0,1024.0
1051,192.0,1024.0
1052,192.0,1024.0
1053,192.0,1024.0
1054,192.0,1024.0
1055,192.0,1024.0
1056,192.0,1024.0
1057,192.0,1024.0
1058,192.0,1024.0
1059,192.0,1024.0
1060,192.0,1024.0
1061,192.0,1024.0
1062,256.0,790.0
1063,192.0,1024.0
1064,192.0,1024.0
1065,192.0,1024.0
1066,256.0,2196.0
1067,192.0,1024.0
1068,192.0,1024.0
1069,256.0,1054.0
1070,192.0,1024.0
1071,192.0,1024.0
1072,192.0,1024.0
1073,192.0,1024.0
1074,256.0,2196.0
1075,192.0,1024.0
1076,192.0,1024.0
1077,192.0,1024.0
1078,192.0,1024.0
1079,192.0,1024.0
1080,128.0,878.0
1081,256.0,1054.0
1082,256.0,790.0
1083,192.0,1024.0
1084,192.0,1024.0
1085,192.0,1024.0
1086,192.0,1024.0
1087,256.0,790.0
1088,192.0,1024.0
1089,192.0,1024.0
1090,192.0,1024.0
1091,256.0,790.0
1092,192.0,1024.0
1093,192.0,1024.0
1094,192.0,1024.0
1095,256.0,790.0
1096,192.0,1024.0
1097,192.0,1024.0
1098,192.0,1024.0
1099,256.0,1054.0
1100,192.0,1024.0
1101,256.0,2196.0
1102,192.0,1024.0
1103,192.0,1024.0
1104,128.0,878.0
1105,192.0,1024.0
1106,192.0,1024.0
1107,192.0,1024.0
1108,192.0,1024.0
1109,192.0,1024.0
1110,192.0,1024.0
1111,192.0,1024.0
1112,192.0,1024.0
1113,256.0,1054.0
1114,192.0,1024.0
1115,192.0,1024.0
1116,192.0,1024.0
1117,256.0,790.0
1118,128.0,878.0
1119,192.0,1024.0
1120,192.0,1024.0
1121,192.0,1024.0
1122,128.0,878.0
1123,192.0,1024.0
1124,192.0,1024.0
1125,192.0,1024.0
1126,192.0,1024.0
1127,128.0,878.0
1128,192.0,1024.0
1129,192.0,1024.0
1130,192.0,1024.0
1131,192.0,1024.0
1132,256.0,790.0
1133,256.0,790.0
1134,128.0,878.0
1135,192.0,1024.0
1136,256.0,2196.0
1137,192.0,1024.0
1138,192.0,1024.0
1139,192.0,1024.0
1140,192.0,1024.0
1141,192.0,1024.0
1142,192.0,1024.0
1143,256.0,1054.0
1144,128.0,878.0
1145,192.0,1024.0
1146,192.0,1024.0
1147,192.0,1024.0
1148,192.0,1024.0
1149,192.0,1024.0
1150,192.0,1024.0
1151,192.0,1024.0
1152,192.0,1024.0
1153,192.0,1024.0
1154,192.0,1024.0
1155,192.0,1024.0
1156,256.0,2196.0
1157,256.0,790.0
1158,192.0,1024.0
1159,192.0,1024.0
1160,192.0,1024.0
1161,192.0,1024.0
1162,192.0,1024.0
1163,192.0,1024.0
1164,256.0,2196.0
1165,192.0,1024.0
1166,192.0,1024.0
1167,192.0,1024.0
1168,192.0,1024.0
1169,192.0,1024.0
1170,192.0,1024.0
1171,192.0,1024.0
1172,192.0,1024.0
1173,192.0,1024.0
1174,192.0,1024.0
1175,192.0,1024.0
1176,192.0,1024.0
1177,192.0,1024.0
1178,128.0,878.0
1179,192.0,1024.0
1180,192.0,1024.0
1181,192.0,1024.0
1182,192.0,1024.0
1183,192.0,1024.0
1184,256.0,1054.0
1185,192.0,1024.0
1186,128.0,878.0
1187,128.0,878.0
1188,256.0,2196.0
1189,192.0,1024.0
1190,192.0,1024.0
1191,192.0,1024.0
1192,192.0,1024.0
1193,192.0,1024.0
1194,192.0,1024.0
1195,192.0,1024.0
1196,192.0,1024.0
1197,192.0,1024.0
1198,256.0,2196.0
1199,256.0,1054.0
1200,192.0,1024.0
1201,256.0,1054.0
1202,192.0,1024.0
1203,192.0,1024.0
1204,192.0,1024.0
1205,192.0,1024.0
1206,192.0,1024.0
1207,192.0,1024.0
1208,192.0,1024.0
1209,192.0,1024.0
1210,192.0,1024.0
1211,192.0,1024.0
1212,128.0,878.0
1213,192.0,1024.0
1214,192.0,1024.0
1215,192.0,1024.0
1216,192.0,1024.0
1217,192.0,1024.0
1218,192.0,1024.0
1219,192.0,1024.0
1220,192.0,1024.0
1221,192.0,1024.0
1222,256.0,2196.0
1223,192.0,1024.0
1224,192.0,1024.0
1225,256.0,2196.0
1226,192.0,1024.0
1227,256.0,790.0
1228,192.0,1024.0
1229,128.0,878.0
1230,192.0,1024.0
1231,192.0,1024.0
1232,128.0,878.0
1233,192.0,1024.0
1234,256.0,1054.0
1235,192.0,1024.0
1236,192.0,1024.0
1237,192.0,1024.0
1238,192.0,1024.0
1239,192.0,1024.0
1240,192.0,1024.0
1241,192.0,1024.0
1242,192.0,1024.0
1243,256.0,790.0
1244,128.0,878.0
1245,192.0,1024.0
1246,192.0,1024.0
1247,256.0,790.0
1248,192.0,1024.0
1249,192.0,1024.0
1250,192.0,1024.0
1251,192.0,1024.0
1252,192.0,1024.0
1253,192.0,1024.0
1254,192.0,1024.0
1255,192.0,1024.0
1256,192.0,1024.0
1257,192.0,1024.0
1258,192.0,1024.0
1259,256.0,790.0
